author_type,location,floor,floors_count,rooms_count,total_meters,price,year_of_construction,living_meters,kitchen_meters,street,house_number,underground
realtor,Домодедово,13.0,17.0,1.0,36.1,4440000.0,2023.0,14.5,9.8, Современников,6.0,Подольск
real_estate_agent,Домодедово,3.0,17.0,2.0,57.7,6900000.0,2021.0,30.6,10.0, Текстильщиков,39.0,Подольск
real_estate_agent,Домодедово,6.0,17.0,2.0,55.1,10200000.0,2015.0,38.0,9.0, Курыжова,12.0,Подольск
unknown,Домодедово,2.0,4.0,2.0,43.6,4800000.0,1961.0,26.0,6.1, Ломоносова,12.0,Подольск
real_estate_agent,Домодедово,14.0,17.0,2.0,57.0,7700000.0,2016.0,34.0,10.0, Курыжова,5.0,Подольск
real_estate_agent,Домодедово,8.0,17.0,2.0,58.0,11500000.0,2013.0,31.0,11.0, Текстильщиков,31.0,Подольск
realtor,Домодедово,1.0,2.0,2.0,32.0,3400000.0,-1.0,25.0,5.0, Текстильщиков,12.0,Подольск
realtor,Домодедово,1.0,4.0,2.0,43.0,4900000.0,1959.0,25.0,6.0, Горького,8.0,Подольск
real_estate_agent,Домодедово,9.0,14.0,2.0,60.3,10500000.0,2014.0,35.0,11.0,Кутузовский проезд,17.0,Подольск
realtor,Домодедово,3.0,14.0,2.0,58.0,9490000.0,2002.0,30.6,12.9, 25 лет Октября,12.0,Подольск
realtor,Домодедово,19.0,24.0,2.0,60.0,7500000.0,2017.0,36.0,11.0, Курыжова,20.0,Подольск
realtor,Домодедово,9.0,19.0,2.0,60.3,10999999.0,2013.0,34.0,15.0, Советская,50.0,Подольск
real_estate_agent,Домодедово,9.0,10.0,2.0,58.0,8500000.0,2002.0,31.0,10.0, Корнеева,34.0,Подольск
real_estate_agent,Домодедово,1.0,10.0,2.0,63.5,10400000.0,2011.0,34.0,10.0, Лунная,21.0,Подольск
real_estate_agent,Домодедово,5.0,5.0,2.0,48.5,7300000.0,1977.0,30.0,9.0, Речная,12.0,Подольск
unknown,Домодедово,8.0,17.0,2.0,62.7,10300000.0,2011.0,31.0,11.1, Ломоносова,10.0,Подольск
real_estate_agent,Домодедово,6.0,17.0,2.0,55.0,8900000.0,-1.0,32.0,10.0, Южнодомодедовская,15.0,Подольск
real_estate_agent,Домодедово,11.0,17.0,3.0,76.6,10800000.0,-1.0,28.3,9.4, Курыжова,12.0,Подольск
homeowner,Домодедово,11.0,18.0,3.0,84.0,12000000.0,2022.0,28.3,9.0, Кирова,12.0,Подольск
real_estate_agent,Домодедово,2.0,16.0,3.0,74.0,11300000.0,1982.0,45.6,10.1,проспект Академика Туполева,8.0,Битца
homeowner,Домодедово,7.0,16.0,3.0,77.3,11700000.0,2008.0,48.0,9.3, Лунная,9.0,Подольск
real_estate_agent,Домодедово,5.0,5.0,3.0,62.0,7150000.0,-1.0,37.1,6.1, Талалихина,8.0,Подольск
unknown,Домодедово,12.0,18.0,3.0,74.4,15650000.0,2017.0,45.0,13.2, Лунная,35.0,Подольск
homeowner,Домодедово,9.0,10.0,3.0,62.4,8550000.0,1998.0,37.0,8.4, 25 лет Октября,4.0,Подольск
real_estate_agent,Домодедово,4.0,5.0,3.0,65.0,6800000.0,-1.0,43.0,5.0,Подольский проезд,6.0,Подольск
real_estate_agent,Домодедово,1.0,5.0,3.0,61.4,7300000.0,-1.0,36.0,5.0, 1-я Коммунистическая,36.0,Подольск
homeowner,Домодедово,9.0,19.0,3.0,89.0,15499999.0,2013.0,45.8,20.9, Советская,50.0,Подольск
real_estate_agent,Домодедово,5.0,17.0,3.0,76.6,10870000.0,-1.0,48.1,10.0, Курыжова,12.0,Подольск
real_estate_agent,Домодедово,3.0,4.0,3.0,52.0,8000000.0,1964.0,36.5,6.0,Кутузовский проезд,11.0,Подольск
real_estate_agent,Домодедово,3.0,9.0,4.0,79.6,15999000.0,2005.0,50.3,8.7, Коломийца,12.0,Подольск
realtor,Домодедово,4.0,17.0,4.0,100.0,12000000.0,2016.0,59.0,9.4, Курыжова,12.0,Подольск
real_estate_agent,Домодедово,5.0,10.0,4.0,80.0,12590000.0,-1.0,45.0,12.0, 25 лет Октября,14.0,Домодедовская
realtor,Домодедово,10.0,14.0,4.0,105.0,19990000.0,2009.0,63.0,16.0, Кирова,12.0,Подольск
real_estate_agent,Домодедово,4.0,10.0,4.0,131.0,22400000.0,-1.0,78.0,11.5, 25 лет Октября,9.0,Подольск
real_estate_agent,Домодедово,4.0,9.0,4.0,77.0,17000000.0,2005.0,54.0,10.0, Коломийца,12.0,Подольск
unknown,Домодедово,5.0,5.0,4.0,61.0,6000000.0,1969.0,39.0,5.0, Текстильщиков,5.0,Подольск
real_estate_agent,Домодедово,4.0,5.0,4.0,65.0,8200000.0,1974.0,40.0,10.0, Набережная,16.0,Подольск
homeowner,Домодедово,7.0,15.0,4.0,100.0,13500000.0,2016.0,77.6,9.4, Курыжова,12.0,Подольск
real_estate_agent,Домодедово,17.0,19.0,4.0,119.4,20000000.0,2013.0,72.2,11.4, Советская,50.0,Подольск
real_estate_agent,Домодедово,4.0,10.0,4.0,138.9,17900000.0,-1.0,77.5,21.4, 25 лет Октября,1.0,Подольск
homeowner,Домодедово,3.0,9.0,4.0,95.0,17350000.0,2012.0,75.0,14.0, Лунная,15.0,Подольск
real_estate_agent,Домодедово,9.0,17.0,4.0,94.0,16500000.0,2015.0,62.0,11.5, Курыжова,21.0,Подольск
homeowner,Домодедово,9.0,14.0,2.0,54.5,9500000.0,2009.0,26.3,11.0, Дружбы,12.0,Подольск
real_estate_agent,Домодедово,3.0,17.0,3.0,77.0,13490000.0,2015.0,48.0,11.0, Лунная,12.0,Подольск
realtor,Домодедово,1.0,9.0,2.0,67.3,10300000.0,2003.0,28.3,12.0,Каширское шоссе,67.0,Подольск
real_estate_agent,Домодедово,8.0,10.0,5.0,215.8,31200000.0,1995.0,137.9,32.8,Каширское шоссе,12.0,Подольск
real_estate_agent,Домодедово,17.0,17.0,5.0,215.1,37000000.0,2016.0,165.9,25.0, Лунная,29.0,Подольск
real_estate_agent,Домодедово,12.0,17.0,2.0,62.0,8950000.0,2021.0,30.2,9.2, Кирова,12.0,Подольск
realtor,Домодедово,7.0,17.0,3.0,75.2,13200000.0,2020.0,38.9,19.4, Гагарина,49.0,Подольск
realtor,Домодедово,14.0,18.0,3.0,74.0,14950000.0,2017.0,52.0,12.0, Лунная,35.0,Подольск
real_estate_agent,Домодедово,3.0,19.0,3.0,75.9,14700000.0,-1.0,47.5,12.0, Советская,50.0,Подольск
real_estate_agent,Домодедово,3.0,9.0,3.0,98.4,15399999.0,-1.0,46.0,22.0,Каширское шоссе,83.0,Подольск
realtor,Домодедово,13.0,14.0,3.0,98.0,19000000.0,2008.0,48.0,17.5, Дружбы,2.0,Подольск
homeowner,Домодедово,3.0,14.0,3.0,90.0,14490000.0,2008.0,45.0,12.0, Дружбы,8.0,Подольск
real_estate_agent,Домодедово,8.0,17.0,3.0,97.0,14500000.0,-1.0,55.7,12.0, Северная,6.0,Подольск
real_estate_agent,Домодедово,3.0,9.0,3.0,62.8,9790000.0,1992.0,37.7,8.6, Советская,19.0,Подольск
realtor,Домодедово,1.0,9.0,3.0,66.9,9550000.0,1970.0,39.7,9.0, 25 лет Октября,10.0,Подольск
real_estate_agent,Домодедово,1.0,10.0,3.0,93.0,11500000.0,2015.0,53.0,14.0,проезд 3-й Московский,1.0,Подольск
real_estate_agent,Домодедово,5.0,10.0,3.0,135.2,19999000.0,1995.0,95.0,15.1,Каширское шоссе,12.0,Подольск
realtor,Домодедово,10.0,10.0,3.0,62.4,9800000.0,-1.0,28.3,8.4, 25 лет Октября,4.0,Подольск
real_estate_agent,Домодедово,6.0,17.0,1.0,28.8,4250000.0,2018.0,28.3,5.0, Курыжова,16.0,Подольск
realtor,Домодедово,9.0,17.0,1.0,24.5,3750000.0,2016.0,28.3,10.0, Курыжова,16.0,Подольск
realtor,Домодедово,9.0,17.0,1.0,25.7,4500000.0,2017.0,17.7,10.0, Курыжова,14.0,Подольск
real_estate_agent,Домодедово,9.0,17.0,1.0,24.0,3650000.0,-1.0,28.3,9.0, Курыжова,14.0,Подольск
realtor,Домодедово,6.0,19.0,1.0,24.5,4450000.0,-1.0,28.3,10.0, Курыжова,30.0,Подольск
realtor,Домодедово,6.0,17.0,1.0,28.8,4400000.0,2017.0,28.3,6.0, Курыжова,32.0,Подольск
realtor,Домодедово,17.0,17.0,1.0,29.0,5100000.0,2019.0,28.3,8.0, Курыжова,32.0,Подольск
real_estate_agent,Домодедово,6.0,17.0,1.0,28.8,3800000.0,2018.0,19.8,4.0, Южнодомодедовская,17.0,Подольск
real_estate_agent,Домодедово,14.0,17.0,1.0,28.1,4600000.0,2017.0,17.0,5.0, Курыжова,14.0,Подольск
homeowner,Домодедово,2.0,19.0,1.0,28.8,3800000.0,2017.0,28.3,10.0, Курыжова,14.0,Подольск
realtor,Домодедово,4.0,19.0,1.0,25.0,4600000.0,2017.0,18.0,6.0, Южнодомодедовская,17.0,Подольск
real_estate_agent,Домодедово,2.0,17.0,1.0,28.8,4700000.0,2017.0,17.0,5.0, Южнодомодедовская,17.0,Подольск
real_estate_agent,Домодедово,5.0,17.0,1.0,28.1,4600000.0,-1.0,17.1,6.0, Южнодомодедовская,11.0,Подольск
realtor,Домодедово,12.0,19.0,1.0,28.8,4700000.0,2017.0,20.8,10.0, Южнодомодедовская,17.0,Подольск
real_estate_agent,Домодедово,16.0,17.0,1.0,28.8,4700000.0,-1.0,14.0,10.0, Южнодомодедовская,17.0,Подольск
real_estate_agent,Домодедово,17.0,17.0,1.0,29.0,5100000.0,2019.0,28.3,8.0, Курыжова,32.0,Подольск
real_estate_agent,Домодедово,3.0,19.0,1.0,28.8,5000000.0,2017.0,17.0,5.0, Курыжова,16.0,Подольск
real_estate_agent,Домодедово,5.0,17.0,1.0,28.5,7280000.0,2023.0,13.5,10.0, Современников,8.0,Подольск
real_estate_agent,Домодедово,6.0,18.0,1.0,25.0,4600000.0,2021.0,16.0,4.0, Донская,3.0,Домодедовская
real_estate_agent,Егорьевск,1.0,5.0,1.0,33.4,3700000.0,1990.0,18.0,8.0,Сосновая ,14.0,Котельники
real_estate_agent,Шатура,3.0,12.0,3.0,96.5,10130000.0,2019.0,60.0,14.0,Интернациональная ,16.0,Котельники
developer,Москва,18.0,21.0,4.0,234.3,344593211.0,2023.0,28.3,27.1, Костикова,12.0,Улица 1905 года
real_estate_agent,Москва,6.0,6.0,4.0,324.5,250000000.0,-1.0,28.3,10.0, 3-я Ямского Поля,9.0,Белорусская
developer,Москва,23.0,42.0,4.0,82.9,37706298.0,2023.0,43.5,10.0,Севастопольский проспект,12.0,Нагорная
real_estate_agent,Москва,6.0,8.0,4.0,180.0,600000000.0,-1.0,98.6,29.8, Усачева,12.0,Спортивная
developer,Москва,30.0,67.0,4.0,118.7,118500000.0,2023.0,95.9,17.8,Краснопресненская набережная,12.0,Москва-Сити
real_estate_agent,Москва,9.0,18.0,4.0,176.6,96000000.0,2006.0,106.0,19.3, Гризодубовой,12.0,ЦСКА
developer,Москва,37.0,66.0,4.0,209.7,179293500.0,2020.0,28.3,10.0,1-й Красногвардейский проезд,12.0,Москва-Сити
real_estate_agent,Москва,21.0,23.0,4.0,244.1,78000000.0,2007.0,28.3,10.0, Гризодубовой,2.0,ЦСКА
developer,Москва,8.0,8.0,4.0,180.7,247273684.0,2019.0,28.3,10.0, Арбат,24.0,Смоленская
real_estate_agent,Москва,5.0,6.0,4.0,157.0,250000000.0,2018.0,28.3,10.0,Садовническая набережная,7.0,Новокузнецкая
developer,Москва,11.0,29.0,4.0,94.8,28170768.0,2022.0,60.5,10.0, Ивана Франко,6.0,Кунцевская
real_estate_agent,Москва,9.0,9.0,4.0,233.0,600000000.0,-1.0,28.3,30.0,Малая Пироговская ,8.0,Спортивная
developer,Москва,4.0,5.0,4.0,324.0,436050000.0,2019.0,28.3,10.0, Арбат,39.0,Смоленская
real_estate_agent,Москва,3.0,9.0,4.0,143.0,108900000.0,2021.0,90.0,15.0,Серебрянический переулок,8.0,Китай-город
developer,Москва,4.0,6.0,4.0,94.3,,2023.0,47.8,10.0,проспект Андропова,12.0,Технопарк
real_estate_agent,Москва,6.0,11.0,4.0,168.3,250000000.0,2012.0,28.3,20.0,2-я Фрунзенская ,8.0,Фрунзенская
developer,Москва,19.0,21.0,4.0,124.1,71419550.0,2023.0,50.1,36.9,Щукинская ,3.0,Щукинская
real_estate_agent,Москва,3.0,29.0,4.0,144.6,57840000.0,-1.0,28.3,49.7,Мытная ,12.0,Шаболовская
developer,Москва,7.0,9.0,4.0,141.4,116315357.0,2021.0,101.9,9.6,Серебрянический переулок,8.0,Китай-город
real_estate_agent,Москва,3.0,8.0,4.0,92.0,60000000.0,-1.0,28.3,20.0,Нижняя Красносельская ,12.0,Бауманская
developer,Москва,45.0,47.0,4.0,133.1,60294300.0,2023.0,28.3,13.9, Генерала Глаголева,12.0,Народное Ополчение
real_estate_agent,Москва,5.0,29.0,4.0,152.8,61120000.0,-1.0,28.3,45.4,Мытная ,12.0,Шаболовская
developer,Москва,2.0,30.0,4.0,138.1,50372662.0,2020.0,28.3,10.0,Мытная ,12.0,Серпуховская
real_estate_agent,Москва,10.0,29.0,4.0,156.4,63650000.0,-1.0,28.3,50.9,Мытная ,12.0,Шаболовская
developer,Москва,13.0,13.0,4.0,130.6,44342800.0,2023.0,67.2,27.2, 1-я Ватутинская,12.0,Ватутинки
realtor,Москва,11.0,11.0,4.0,303.0,501000000.0,-1.0,28.3,23.9,Трубецкая ,12.0,Фрунзенская
developer,Москва,1.0,2.0,4.0,153.3,35948850.0,2023.0,55.8,66.7,Новоясеневский проспект,12.0,Тёплый Стан
real_estate_agent,Москва,2.0,9.0,4.0,210.6,170000000.0,2005.0,28.3,20.0,Поварская ,12.0,Арбатская
real_estate_agent,Москва,7.0,7.0,4.0,190.0,140000000.0,-1.0,118.0,25.0,Ленинградский проспект,12.0,Белорусская
real_estate_agent,Москва,9.0,19.0,4.0,140.7,67990000.0,2018.0,115.7,20.0,Шелепихинская набережная,12.0,Шелепиха
real_estate_agent,Москва,5.0,7.0,4.0,136.9,220000000.0,2019.0,28.3,15.0,2-й Спасоналивковский переулок,6.0,Октябрьская
real_estate_agent,Москва,47.0,52.0,4.0,109.2,55000000.0,-1.0,60.5,19.3,Мичуринский проспект,56.0,Раменки
real_estate_agent,Москва,3.0,9.0,4.0,225.7,169275000.0,2002.0,28.3,10.0,Филипповский переулок,12.0,Кропоткинская
real_estate_agent,Москва,24.0,24.0,4.0,196.0,65000000.0,2009.0,28.3,20.0,Можайское шоссе,12.0,Рабочий посёлок
developer,Москва,12.0,30.0,4.0,152.7,68346547.0,2020.0,28.3,10.0,Мытная ,12.0,Серпуховская
real_estate_agent,Москва,7.0,8.0,4.0,200.0,110000000.0,2001.0,28.3,15.0,Сущевская ,31.0,Менделеевская
real_estate_agent,Москва,15.0,18.0,4.0,169.0,83900000.0,2005.0,98.0,21.0,Минская ,12.0,Ломоносовский проспект
developer,Москва,39.0,42.0,4.0,123.9,64750140.0,2023.0,96.1,10.0,Севастопольский проспект,12.0,Нагорная
real_estate_agent,Москва,20.0,29.0,4.0,92.9,29500000.0,2022.0,59.2,8.4, Ивана Франко,6.0,Кунцевская
real_estate_agent,Москва,17.0,31.0,4.0,133.7,55000000.0,2008.0,70.5,10.0,Нежинская ,12.0,Давыдково
developer,Москва,20.0,30.0,4.0,141.3,68368780.0,2020.0,28.3,10.0,Мытная ,12.0,Серпуховская
real_estate_agent,Москва,12.0,12.0,4.0,230.0,460000000.0,2010.0,28.3,30.0,Цветной бульвар,2.0,Трубная
unknown,Москва,2.0,14.0,4.0,93.4,36500000.0,2022.0,62.0,22.0,Сельскохозяйственная ,39.0,Ботанический сад
developer,Москва,33.0,42.0,4.0,84.2,42495740.0,2023.0,39.8,10.0,Севастопольский проспект,12.0,Нагорная
real_estate_agent,Москва,8.0,12.0,4.0,145.0,299000000.0,2016.0,28.3,20.0, Усачева,12.0,Спортивная
real_estate_agent,Москва,13.0,25.0,4.0,139.7,59900000.0,2022.0,83.3,18.1, Янковского,12.0,Аминьевская
developer,Москва,24.0,42.0,4.0,87.6,42880200.0,2023.0,43.5,10.0,Севастопольский проспект,12.0,Нагорная
real_estate_agent,Москва,6.0,6.0,4.0,184.1,82200000.0,-1.0,121.0,46.0,Нижняя Красносельская ,12.0,Бауманская
developer,Москва,21.0,21.0,4.0,160.29,70450000.0,2022.0,28.3,10.0, Сокольнический Вал,3.0,Рижская
real_estate_agent,Москва,4.0,8.0,4.0,132.0,91000000.0,-1.0,28.3,10.0,Большой Сухаревский переулок,11.0,Сухаревская
realtor,Москва,3.0,27.0,4.0,102.0,58700000.0,2021.0,65.0,20.0, Янковского,12.0,Аминьевская
developer,Москва,19.0,29.0,4.0,95.8,32715700.0,2022.0,60.5,10.0, Ивана Франко,6.0,Кунцевская
real_estate_agent,Москва,3.0,13.0,4.0,93.0,79950000.0,-1.0,60.0,20.0,Ломоносовский проспект,36.0,Ломоносовский проспект
real_estate_agent,Москва,2.0,4.0,4.0,212.1,490000000.0,2019.0,28.3,20.0,Минская ,12.0,Минская
developer,Москва,19.0,30.0,4.0,99.3,39831637.0,2024.0,54.4,24.7,Волгоградский проспект,12.0,Волгоградский проспект
real_estate_agent,Москва,24.0,40.0,4.0,138.0,135000000.0,-1.0,28.3,20.0,Ленинградский проспект,12.0,Аэропорт
real_estate_agent,Москва,2.0,21.0,4.0,116.0,57997000.0,2023.0,59.3,28.0, Нижние Мневники,9.0,Терехово 
developer,Москва,21.0,21.0,4.0,247.1,479991750.0,2023.0,28.3,10.0,2-я Звенигородская ,16.0,Улица 1905 года
real_estate_agent,Москва,14.0,21.0,4.0,165.0,200000000.0,2022.0,28.3,10.0, Костикова,12.0,Улица 1905 года
real_estate_agent,Москва,3.0,9.0,4.0,84.5,52000000.0,2021.0,37.0,21.5,проспект Лихачева,20.0,Технопарк
developer,Москва,65.0,66.0,4.0,226.4,213948000.0,2020.0,28.3,10.0,1-й Красногвардейский проезд,12.0,Москва-Сити
real_estate_agent,Москва,24.0,44.0,4.0,200.5,160000000.0,2017.0,28.3,10.0,Минская ,2.0,Минская
real_estate_agent,Москва,17.0,20.0,4.0,124.0,85000000.0,2023.0,72.0,10.0,Ленинградское шоссе,12.0,Беломорская
developer,Москва,21.0,21.0,4.0,359.5,585463725.0,2023.0,189.2,51.6, Костикова,12.0,Улица 1905 года
real_estate_agent,Москва,10.0,37.0,4.0,88.4,72990000.0,-1.0,47.9,10.0,Ленинградский проспект,12.0,Аэропорт
real_estate_agent,Москва,21.0,21.0,4.0,106.0,69500000.0,2019.0,28.3,10.0,проезд Невельского,12.0,Авиамоторная
developer,Москва,8.0,8.0,4.0,458.3,723197400.0,2023.0,28.3,10.0,Тессинский переулок,1.0,Китай-город
realtor,Москва,6.0,6.0,4.0,210.8,171000000.0,2014.0,28.3,20.0,Комсомольский проспект,12.0,Спортивная
real_estate_agent,Москва,29.0,29.0,4.0,167.1,62500000.0,2008.0,99.3,28.9, Маршала Катукова,12.0,Строгино
developer,Москва,76.0,78.0,4.0,203.3,365940000.0,2019.0,28.3,10.0,1-й Красногвардейский проезд,12.0,Москва-Сити
real_estate_agent,Москва,4.0,7.0,4.0,173.6,451500000.0,-1.0,85.0,19.0, Ефремова,12.0,Спортивная
real_estate_agent,Москва,4.0,12.0,4.0,212.0,325000000.0,2002.0,28.3,20.0,Шведский тупик,3.0,Тверская
developer,Москва,23.0,29.0,4.0,123.9,43365000.0,2022.0,72.8,10.0, Ивана Франко,6.0,Кунцевская
real_estate_agent,Москва,7.0,21.0,4.0,160.6,168000000.0,2023.0,109.0,10.0,2-я Звенигородская ,16.0,Улица 1905 года
real_estate_agent,Москва,26.0,26.0,4.0,250.0,64850000.0,2005.0,100.0,5.0, Коштоянца,12.0,Юго-Западная
developer,Москва,3.0,8.0,4.0,296.8,458259200.0,2023.0,28.3,10.0,Тессинский переулок,1.0,Китай-город
real_estate_agent,Москва,10.0,12.0,4.0,300.0,250000000.0,-1.0,255.3,39.7,Климентовский переулок,2.0,Новокузнецкая
real_estate_agent,Москва,6.0,8.0,4.0,116.1,37990000.0,2007.0,67.1,11.0,Соколово-Мещерская ,14.0,Молжаниново
developer,Москва,3.0,20.0,4.0,108.0,36783617.0,2023.0,59.6,19.3,Волоколамское шоссе,12.0,Трикотажная
real_estate_agent,Москва,14.0,23.0,4.0,201.0,105000000.0,2014.0,100.0,15.0,Мичуринский проспект,26.0,Раменки
realtor,Москва,9.0,19.0,4.0,130.0,44900000.0,2009.0,60.0,20.0,проспект Буденного,9.0,Семёновская
representative_developer,Москва,3.0,28.0,4.0,106.1,52943491.0,2022.0,59.3,23.8,Винницкая ,12.0,Раменки
real_estate_agent,Москва,6.0,8.0,4.0,206.5,450000000.0,2012.0,28.3,10.0,Большой Афанасьевский переулок,28.0,Арбатская
real_estate_agent,Москва,9.0,29.0,4.0,79.5,39900000.0,-1.0,48.5,7.1, Крузенштерна,12.0,Авиамоторная
developer,Москва,14.0,14.0,4.0,147.5,50055000.0,2023.0,84.3,10.0, 1-я Ватутинская,12.0,Ватутинки
real_estate_agent,Москва,5.0,8.0,4.0,173.9,224900000.0,-1.0,28.3,29.8, Усачева,12.0,Спортивная
real_estate_agent,Москва,18.0,59.0,4.0,143.0,48000000.0,2015.0,28.3,10.0,проспект Мира,12.0,Ростокино
representative_developer,Москва,15.0,28.0,4.0,102.9,59104281.0,2022.0,53.9,19.4,Винницкая ,12.0,Раменки
real_estate_agent,Москва,34.0,59.0,4.0,165.0,50500000.0,2015.0,100.0,25.0,проспект Мира,12.0,Ростокино
realtor,Москва,82.0,85.0,4.0,285.0,251000000.0,2016.0,175.8,15.4,1-й Красногвардейский проезд,12.0,Деловой центр
developer,Москва,13.0,13.0,4.0,137.5,46675000.0,2023.0,72.1,7.1, 1-я Ватутинская,12.0,Ватутинки
real_estate_agent,Москва,31.0,38.0,4.0,158.0,60000000.0,2015.0,94.0,37.0,проспект Мира,12.0,Ростокино
real_estate_agent,Москва,4.0,6.0,4.0,216.0,395000000.0,-1.0,152.0,20.0,Софийская набережная,18.0,Боровицкая
developer,Москва,65.0,67.0,4.0,169.0,256542000.0,2023.0,138.7,25.4,Краснопресненская набережная,12.0,Москва-Сити
real_estate_agent,Москва,6.0,23.0,4.0,146.5,55299000.0,-1.0,81.5,17.8, Екатерины Будановой,5.0,Рабочий посёлок
real_estate_agent,Москва,42.0,44.0,4.0,280.0,146000000.0,-1.0,150.0,15.0,Давыдковская ,3.0,Славянский бульвар
developer,Москва,65.0,67.0,4.0,195.1,283821725.0,2023.0,160.8,29.3,Краснопресненская набережная,12.0,Москва-Сити
real_estate_agent,Москва,4.0,12.0,4.0,148.7,96000000.0,2019.0,28.3,51.4,Ленинградский проспект,12.0,Динамо
real_estate_agent,Москва,3.0,8.0,4.0,94.6,26000000.0,2013.0,71.0,18.0, Ясеневая,3.0,Ольховая
developer,Москва,29.0,29.0,4.0,96.6,34995150.0,2023.0,55.9,11.7,Открытое шоссе,12.0,Бульвар Рокоссовского
real_estate_agent,Москва,5.0,8.0,4.0,173.6,260400000.0,-1.0,28.3,23.0, Усачева,12.0,Спортивная
real_estate_agent,Москва,3.0,8.0,4.0,131.6,165000000.0,-1.0,28.3,14.0, Малая Ордынка,19.0,Третьяковская
developer,Москва,1.0,29.0,4.0,108.0,39584600.0,2023.0,28.3,10.0,Открытое шоссе,12.0,Бульвар Рокоссовского
real_estate_agent,Москва,4.0,11.0,4.0,201.6,300000000.0,-1.0,133.0,20.0,Погодинская ,4.0,Фрунзенская
real_estate_agent,Москва,18.0,29.0,4.0,78.0,25700000.0,-1.0,38.5,23.5,Волгоградский проспект,12.0,Угрешская
developer,Москва,20.0,21.0,4.0,129.2,74432120.0,2023.0,70.0,18.8,Щукинская ,12.0,Щукинская
real_estate_agent,Москва,4.0,11.0,4.0,204.0,300000000.0,-1.0,28.3,10.0,Погодинская ,4.0,Фрунзенская
real_estate_agent,Москва,7.0,17.0,4.0,93.0,38000000.0,2023.0,65.0,20.0, Виктора Маслова,2.0,Автозаводская
developer,Москва,21.0,21.0,4.0,129.7,76198750.0,2023.0,70.0,18.8,Щукинская ,12.0,Щукинская
real_estate_agent,Москва,7.0,14.0,4.0,91.43,67000000.0,2023.0,62.0,15.0,проспект Генерала Дорохова,12.0,Минская
real_estate_agent,Москва,6.0,23.0,4.0,110.0,78500000.0,2020.0,28.3,10.0,Гжатская ,12.0,Давыдково
developer,Москва,13.0,13.0,4.0,223.0,306625000.0,2013.0,28.3,10.0, Новый Арбат,32.0,Смоленская
real_estate_agent,Москва,7.0,7.0,4.0,283.0,500000000.0,-1.0,196.0,20.0,Электрический переулок,10.0,Белорусская
real_estate_agent,Москва,18.0,18.0,4.0,212.0,114000000.0,2017.0,70.8,16.6, Серпуховский Вал,12.0,Шаболовская
developer,Москва,13.0,13.0,4.0,415.8,785019589.0,2013.0,28.3,10.0, Новый Арбат,32.0,Смоленская
real_estate_agent,Москва,2.0,14.0,4.0,130.4,83000000.0,2021.0,78.0,14.0,проспект Генерала Дорохова,12.0,Минская
real_estate_agent,Москва,20.0,22.0,4.0,200.0,148900000.0,2019.0,28.3,36.8,Живописная ,12.0,Серебряный Бор
developer,Москва,13.0,14.0,4.0,125.5,113210000.0,2023.0,55.3,33.6,проспект Генерала Дорохова,12.0,Ломоносовский проспект
realtor,Москва,11.0,11.0,4.0,303.0,531254900.0,-1.0,28.3,23.9,Трубецкая ,12.0,Фрунзенская
real_estate_agent,Москва,4.0,4.0,4.0,174.1,330000000.0,2012.0,28.3,10.0, Фадеева,12.0,Новослободская
developer,Москва,28.0,30.0,4.0,93.64,31992617.0,2023.0,28.3,5.3, Петра Алексеева,14.0,Рабочий посёлок
real_estate_agent,Москва,7.0,14.0,4.0,96.2,60000000.0,2023.0,61.5,8.0,проспект Генерала Дорохова,12.0,Минская
real_estate_agent,Москва,2.0,37.0,4.0,96.1,35000000.0,2021.0,64.0,25.0,Мосфильмовская ,12.0,Аминьевская
developer,Москва,2.0,15.0,4.0,101.1,19106384.0,2023.0,62.1,14.4,Ленинградское шоссе,12.0,Подрезково
real_estate_agent,Москва,7.0,7.0,4.0,212.3,245000000.0,2017.0,28.3,20.0,Поварская ,12.0,Арбатская
real_estate_agent,Москва,5.0,6.0,4.0,269.6,799000000.0,2022.0,125.0,30.0, Большая Полянка,12.0,Полянка
developer,Москва,21.0,21.0,4.0,102.27,54442446.0,2023.0,28.3,6.0, Виктора Маслова,2.0,Автозаводская
real_estate_agent,Москва,5.0,41.0,4.0,90.7,79990000.0,2021.0,59.3,26.4,Ленинградский проспект,12.0,Аэропорт
real_estate_agent,Москва,34.0,57.0,4.0,180.0,202939590.0,2007.0,28.3,15.0,Чапаевский переулок,3.0,Аэропорт
developer,Москва,26.0,26.0,4.0,126.11,56691421.0,2023.0,28.3,11.7,Электролитный проезд,7.0,Нагорная
real_estate_agent,Москва,10.0,17.0,4.0,200.3,289775400.0,1998.0,28.3,17.0, Новый Арбат,29.0,Смоленская
real_estate_agent,Москва,13.0,14.0,4.0,118.0,68999999.0,-1.0,28.3,12.5,Филевский бульвар,12.0,Фили
developer,Москва,6.0,7.0,4.0,278.71,299000000.0,2022.0,78.2,90.4,переулок 2-й Хвостов,8.0,Полянка
real_estate_agent,Москва,19.0,21.0,4.0,141.0,190000000.0,-1.0,97.0,25.0,2-я Звенигородская ,16.0,Улица 1905 года
developer,Москва,33.0,34.0,4.0,134.6,71068800.0,2022.0,101.0,10.0, Годовикова,12.0,Алексеевская
real_estate_agent,Москва,26.0,41.0,4.0,138.2,138000000.0,2020.0,28.3,10.0,Ленинградский проспект,12.0,Аэропорт
