author_type,location,floor,floors_count,rooms_count,total_meters,price,year_of_construction,living_meters,kitchen_meters,street,house_number,underground
real_estate_agent,Москва,24.0,24.0,2.0,55.3,16150000.0,-1.0,32.0,10.0,Зеленодольская ,12.0,Кузьминки
real_estate_agent,Москва,8.0,10.0,4.0,133.0,70000000.0,-1.0,82.0,15.0,Малая Сухаревская площадь,3.0,Сухаревская
real_estate_agent,Москва,4.0,5.0,3.0,70.5,40000000.0,1932.0,50.0,8.0,Ананьевский переулок,12.0,Сухаревская
real_estate_agent,Москва,5.0,7.0,3.0,87.0,64000000.0,1912.0,53.0,15.0,Потаповский переулок,12.0,Чистые пруды
real_estate_agent,Москва,2.0,5.0,1.0,32.1,9500000.0,-1.0,18.0,6.0,Ереванская ,12.0,Царицыно
real_estate_agent,Москва,6.0,25.0,1.0,36.0,19800000.0,2022.0,15.0,12.0, Берзарина,12.0,Октябрьское поле
real_estate_agent,Москва,3.0,10.0,4.0,157.5,157500000.0,2009.0,100.0,20.7,Казарменный переулок,3.0,Курская
real_estate_agent,Москва,2.0,16.0,4.0,118.6,41900000.0,2003.0,75.0,22.0, Островитянова,5.0,Университет Дружбы Народов
real_estate_agent,Москва,12.0,12.0,3.0,69.8,18800000.0,2024.0,33.8,16.0, Василия Аксенова,6.0,Мичуринец
real_estate_agent,Москва,3.0,8.0,1.0,31.7,7900000.0,2024.0,11.9,8.8, 3-я Нововатутинская,12.0,Ольховая
realtor,Москва,2.0,16.0,2.0,60.0,19999999.0,1997.0,37.7,12.1,Врачебный проезд,10.0,Щукинская
real_estate_agent,Москва,18.0,23.0,1.0,42.0,15350000.0,2014.0,20.0,13.0,Мироновская ,46.0,Измайлово
official_representative,Москва,1.0,4.0,2.0,53.9,17625300.0,2014.0,28.3,9.0,Летная ,12.0,Тушинская
real_estate_agent,Москва,2.0,5.0,4.0,105.0,36500000.0,1957.0,62.6,8.7,Сельскохозяйственная ,12.0,Улица Сергея Эйзенштейна
real_estate_agent,Москва,15.0,17.0,3.0,59.0,13500000.0,2024.0,38.0,7.0,Ленинградское шоссе,12.0,Новоподрезково
real_estate_agent,Москва,5.0,24.0,3.0,69.0,24900000.0,-1.0,35.0,17.0,Новоданиловская набережная,12.0,Верхние котлы
real_estate_agent,Москва,10.0,32.0,1.0,42.0,19500000.0,2021.0,21.0,13.0,Просторная ,7.0,Преображенская площадь
real_estate_agent,Москва,6.0,25.0,2.0,60.0,14500000.0,-1.0,28.1,11.8, Бианки,12.0,Рассказовка
real_estate_agent,Москва,14.0,18.0,2.0,54.8,15900000.0,2019.0,28.3,10.2,Феодосийская ,12.0,Бульвар Дмитрия Донского
real_estate_agent,Москва,12.0,32.0,2.0,72.0,41990000.0,2025.0,35.0,25.0,1-й Кожевнический переулок,6.0,Павелецкая
real_estate_agent,Москва,21.0,26.0,2.0,27.0,24479000.0,-1.0,28.3,5.0, Новый Арбат,15.0,Арбатская
real_estate_agent,Москва,12.0,12.0,2.0,47.3,8470000.0,-1.0,29.0,6.1, Центральная,18.0,Троицк
official_representative,Москва,1.0,4.0,2.0,43.3,13293100.0,2014.0,28.3,7.0,Летная ,12.0,Тушинская
developer,Москва,23.0,27.0,3.0,78.4,52496640.0,2027.0,34.5,10.0, Пресненский Вал,12.0,Белорусская
realtor,Москва,2.0,8.0,3.0,56.0,19800000.0,1963.0,41.0,6.0, Всеволода Вишневского,8.0,Дмитровская
real_estate_agent,Москва,6.0,9.0,2.0,35.0,14700000.0,-1.0,23.0,7.0,Байкальская ,15.0,Щёлковская
realtor,Москва,1.0,12.0,2.0,46.0,10500000.0,1979.0,28.3,7.0,Неманский проезд,11.0,Строгино
realtor,Москва,7.0,9.0,1.0,32.0,12950000.0,1962.0,21.0,7.0,Бутырская ,93.0,Дмитровская
real_estate_agent,Москва,3.0,12.0,2.0,44.5,9900000.0,2023.0,25.6,9.2, Логинова,12.0,Щербинка
real_estate_agent,Москва,6.0,17.0,3.0,75.0,23500000.0,2007.0,28.3,16.0,Большая Марфинская ,12.0,Улица Милашенкова
realtor,Москва,11.0,25.0,3.0,58.0,25100000.0,2018.0,39.0,9.0, Римского-Корсакова,12.0,Отрадное
real_estate_agent,Москва,8.0,10.0,2.0,49.9,17500000.0,2024.0,28.3,3.0,Михалковская ,54.0,Коптево
real_estate_agent,Москва,8.0,10.0,2.0,64.4,21252000.0,2024.0,28.3,3.0,Михалковская ,54.0,Коптево
real_estate_agent,Москва,3.0,5.0,1.0,35.0,26000000.0,1927.0,18.0,7.0,1-й Басманный переулок,12.0,Комсомольская
real_estate_agent,Москва,4.0,13.0,2.0,55.7,27000000.0,2020.0,32.1,9.5,Миллионная ,12.0,Белокаменная
real_estate_agent,Москва,12.0,20.0,1.0,34.0,13900000.0,2018.0,28.3,10.5,Нововладыкинский проезд,12.0,Окружная
real_estate_agent,Москва,4.0,17.0,1.0,39.0,12650000.0,1993.0,19.1,8.6,переулок Ангелов,12.0,Пятницкое шоссе
real_estate_agent,Москва,8.0,16.0,1.0,29.0,8800000.0,2023.0,9.9,9.3,проспект Куприна,12.0,Потапово
realtor,Москва,4.0,5.0,1.0,30.8,11000000.0,1965.0,19.0,6.0,Кубанская ,24.0,Люблино
real_estate_agent,Москва,5.0,14.0,2.0,43.0,12299990.0,-1.0,28.9,9.1,Фрязевская ,12.0,Новогиреево
real_estate_agent,Москва,3.0,10.0,4.0,154.2,154200000.0,2009.0,71.0,37.0,Казарменный переулок,3.0,Курская
homeowner,Москва,9.0,10.0,2.0,60.0,16800000.0,2004.0,33.9,12.7, Рудневка,16.0,Лухмановская
homeowner,Москва,2.0,17.0,2.0,58.0,16650000.0,-1.0,28.3,10.1,Амурская ,12.0,Черкизовская
real_estate_agent,Москва,8.0,9.0,1.0,32.0,13300000.0,1966.0,18.0,6.0, Новинки,4.0,Коломенская
unknown,Москва,9.0,18.0,1.0,44.0,16500000.0,2009.0,18.0,10.5,Рублевское шоссе,12.0,Молодёжная
real_estate_agent,Москва,2.0,3.0,1.0,17.9,14960000.0,1905.0,28.3,10.0,Староконюшенный переулок,12.0,Кропоткинская
real_estate_agent,Москва,3.0,8.0,4.0,121.1,39000000.0,1937.0,85.0,10.0,Ленинградский проспект,2.0,Белорусская
real_estate_agent,Москва,2.0,9.0,3.0,58.3,12700000.0,-1.0,41.4,6.1,Алтуфьевское шоссе,12.0,Отрадное
real_estate_agent,Москва,6.0,9.0,1.0,32.3,8900000.0,1971.0,19.0,6.0,Чертановская ,12.0,Улица Академика Янгеля
unknown,Москва,4.0,5.0,2.0,55.5,14000000.0,1956.0,33.3,7.7,проспект 40 лет Октября,13.0,Люблино
realtor,Москва,4.0,17.0,1.0,46.2,22000000.0,2024.0,17.8,16.3,набережная Марка Шагала,12.0,ЗИЛ
real_estate_agent,Москва,16.0,30.0,3.0,130.0,57500000.0,-1.0,72.0,18.0, Врубеля,8.0,Панфиловская
real_estate_agent,Москва,2.0,5.0,1.0,18.6,15200000.0,1914.0,28.3,10.0,Пречистенский переулок,12.0,Кропоткинская
official_representative,Москва,4.0,4.0,2.0,44.8,19622400.0,2014.0,28.3,7.0,Летная ,12.0,Тушинская
real_estate_agent,Москва,12.0,16.0,2.0,57.0,17500000.0,1981.0,28.2,12.0,Дмитровское шоссе,12.0,Лианозово
real_estate_agent,Москва,8.0,9.0,2.0,42.5,16600000.0,1965.0,25.4,7.8, Вавилова,12.0,Вавиловская
real_estate_agent,Москва,5.0,30.0,3.0,70.0,37000000.0,2023.0,38.9,14.2,Шелепихинская набережная,12.0,Народное Ополчение
real_estate_agent,Москва,6.0,16.0,2.0,47.6,13990000.0,1979.0,28.7,10.0, Инессы Арманд,7.0,Новоясеневская
real_estate_agent,Москва,2.0,4.0,1.0,26.8,19970000.0,1876.0,28.3,10.0, Петровка,12.0,Трубная
real_estate_agent,Москва,3.0,14.0,1.0,40.0,16000000.0,2003.0,21.0,9.0,Шарикоподшипниковская ,20.0,Дубровка
real_estate_agent,Москва,5.0,12.0,1.0,35.2,13700000.0,1971.0,18.0,8.0,Загородное шоссе,12.0,Крымская
real_estate_agent,Москва,3.0,5.0,3.0,112.0,85000000.0,-1.0,87.0,20.0,Комсомольский проспект,12.0,Спортивная
developer,Москва,7.0,30.0,1.0,37.4,13660350.0,2024.0,13.2,16.3,Волгоградский проспект,12.0,Волгоградский проспект
developer,Москва,3.0,30.0,1.0,36.4,17127149.0,2024.0,13.0,16.1,Волгоградский проспект,12.0,Волгоградский проспект
realtor,Москва,6.0,9.0,1.0,32.4,11500000.0,1979.0,20.0,6.7,Севастопольский проспект,12.0,Крымская
homeowner,Москва,18.0,24.0,1.0,45.0,13900000.0,2005.0,20.0,15.0, Грина,12.0,Бульвар Дмитрия Донского
realtor,Москва,8.0,12.0,2.0,48.5,16500000.0,1965.0,31.1,9.3, Куусинена,12.0,Полежаевская
real_estate_agent,Москва,8.0,14.0,2.0,57.1,13500000.0,1992.0,35.3,8.5,Старобитцевская ,12.0,Бульвар Дмитрия Донского
unknown,Москва,7.0,9.0,2.0,45.0,12700000.0,1968.0,28.3,5.0,Волгоградский проспект,12.0,Юго-Восточная
real_estate_agent,Москва,11.0,30.0,1.0,41.0,23000000.0,2021.0,14.0,15.4,Волгоградский проспект,12.0,Угрешская
real_estate_agent,Москва,1.0,12.0,1.0,35.1,9900000.0,1967.0,20.0,10.0,проезд Досфлота,12.0,Сходненская
real_estate_agent,Москва,5.0,17.0,1.0,38.0,10800000.0,1999.0,18.9,8.4,Цимлянская ,2.0,Люблино
real_estate_agent,Москва,3.0,8.0,2.0,45.2,15890000.0,1958.0,31.2,4.0, Симоновский Вал,9.0,Пролетарская
unknown,Москва,2.0,35.0,3.0,113.0,37900000.0,2023.0,28.3,25.0,Фестивальная ,12.0,Речной вокзал
real_estate_agent,Москва,9.0,27.0,2.0,80.4,32000000.0,2024.0,50.0,23.0,Шмитовский проезд,12.0,Шелепиха
real_estate_agent,Москва,7.0,9.0,1.0,31.7,11300000.0,1964.0,21.4,5.1, Каховка,12.0,Каховская
real_estate_agent,Москва,2.0,4.0,2.0,29.5,9890000.0,1614.0,15.0,5.0,Электролитный проезд,12.0,Нагорная
realtor,Москва,6.0,14.0,2.0,50.2,15500000.0,1995.0,28.0,8.7,Суздальская ,12.0,Новокосино
real_estate_agent,Москва,5.0,10.0,1.0,32.3,9850000.0,2024.0,28.3,10.0,Михалковская ,54.0,Коптево
real_estate_agent,Москва,4.0,10.0,2.0,62.0,10300000.0,-1.0,33.1,11.5, Симферопольская,12.0,Щербинка
realtor,Москва,8.0,17.0,2.0,54.3,14500000.0,1991.0,32.2,9.2,Лукинская ,1.0,Новопеределкино
realtor,Москва,5.0,12.0,3.0,63.5,21500000.0,1973.0,28.3,6.5,Сивашская ,12.0,Нахимовский проспект
real_estate_agent,Москва,1.0,14.0,1.0,34.3,12500000.0,1973.0,17.0,10.0,Тучковская ,6.0,Фили
real_estate_agent,Москва,19.0,21.0,4.0,140.0,187990000.0,2023.0,95.0,10.0,2-я Звенигородская ,16.0,Улица 1905 года
real_estate_agent,Москва,17.0,21.0,4.0,185.0,191490000.0,2023.0,161.0,19.0, Костикова,12.0,Улица 1905 года
real_estate_agent,Москва,4.0,14.0,3.0,93.0,52000000.0,2022.0,70.0,15.0,проспект Генерала Дорохова,12.0,Минская
real_estate_agent,Москва,11.0,12.0,1.0,33.0,11500000.0,1972.0,17.0,8.0,Профсоюзная ,94.0,Беляево
realtor,Москва,2.0,5.0,2.0,42.6,12980000.0,-1.0,25.4,6.0,проезд Донелайтиса,34.0,Сходненская
real_estate_agent,Москва,18.0,25.0,2.0,60.0,19990000.0,2019.0,35.0,15.0, Генерала Белова,12.0,Домодедовская
unknown,Москва,18.0,40.0,3.0,109.0,64200000.0,2012.0,52.7,18.3,Профсоюзная ,12.0,Новые Черёмушки
developer,Москва,29.0,33.0,1.0,38.7,14727517.0,2023.0,11.0,10.0, Малая Очаковская,12.0,Озёрная
homeowner,Москва,18.0,33.0,1.0,23.6,13200000.0,2024.0,11.6,5.9,к2.3,12.0,Бутырская
realtor,Москва,3.0,21.0,4.0,120.0,200000000.0,-1.0,28.3,15.0,Сеченовский переулок,12.0,Кропоткинская
homeowner,Москва,6.0,8.0,2.0,16.0,7400000.0,-1.0,10.0,3.0,Электрозаводская ,12.0,Электрозаводская
realtor,Москва,2.0,3.0,2.0,56.4,27700000.0,1926.0,35.0,9.0,Русаковская ,12.0,Красносельская
realtor,Москва,11.0,12.0,1.0,38.7,9000000.0,2002.0,21.0,9.0, Судакова,12.0,Люблино
real_estate_agent,Москва,3.0,4.0,2.0,70.0,60000000.0,2016.0,28.3,30.0,Садовническая ,12.0,Новокузнецкая
homeowner,Москва,2.0,12.0,2.0,44.4,12200000.0,1974.0,28.8,6.5,Рязанский проспект,97.0,Выхино
realtor,Москва,17.0,17.0,2.0,54.2,12500000.0,-1.0,32.3,8.8,Рождественская ,12.0,Некрасовка
real_estate_agent,Москва,2.0,8.0,2.0,15.8,6300000.0,1962.0,28.3,3.0,Бутырская ,12.0,Дмитровская
real_estate_agent,Москва,25.0,25.0,3.0,78.4,21500000.0,-1.0,40.5,22.5,Люблинская ,12.0,Перерва
real_estate_agent,Москва,12.0,12.0,1.0,39.0,10800000.0,1975.0,21.0,9.0,Россошанский проезд,12.0,Улица Академика Янгеля
realtor,Москва,6.0,12.0,2.0,58.0,14200000.0,2002.0,30.4,11.9, Судакова,12.0,Люблино
real_estate_agent,Москва,18.0,42.0,4.0,137.7,97767000.0,2022.0,85.0,30.0,Ленинградский проспект,12.0,Аэропорт
homeowner,Москва,6.0,9.0,3.0,58.0,16200000.0,1972.0,28.3,6.0, Островитянова,12.0,Беляево
homeowner,Москва,5.0,16.0,1.0,35.6,7800000.0,-1.0,19.3,8.1,Михневский проезд,10.0,Царицыно
homeowner,Москва,30.0,78.0,2.0,60.0,51000000.0,2020.0,28.3,30.0,1-й Красногвардейский проезд,12.0,Москва-Сити
real_estate_agent,Москва,13.0,28.0,2.0,33.5,16000000.0,-1.0,20.2,6.4,Открытое шоссе,12.0,Бульвар Рокоссовского
real_estate_agent,Москва,8.0,24.0,2.0,60.3,16200000.0,-1.0,40.0,10.0,6-я Радиальная ,12.0,Каспийская
real_estate_agent,Москва,11.0,19.0,1.0,36.3,15970000.0,2015.0,19.0,9.0, Дмитрия Ульянова,27.0,Академическая
homeowner,Москва,12.0,17.0,3.0,86.0,22330000.0,2002.0,56.0,11.0,Дубнинская ,12.0,Дегунино
real_estate_agent,Москва,2.0,14.0,1.0,42.0,14500000.0,-1.0,20.0,12.0, Зеленая Горка,12.0,Говорово
real_estate_agent,Москва,2.0,6.0,2.0,75.8,33990000.0,2000.0,47.4,14.4,1-я Владимирская ,12.0,Перово
unknown,Москва,9.0,9.0,2.0,43.4,9000000.0,1970.0,28.0,9.0,Снайперская ,12.0,Вешняки
real_estate_agent,Москва,5.0,5.0,2.0,60.0,12000000.0,1957.0,37.1,7.4,Анадырский проезд,21.0,Бабушкинская
realtor,Москва,2.0,17.0,2.0,58.7,14200000.0,2008.0,34.0,10.0,Беловежская ,85.0,Сетунь
realtor,Москва,6.0,9.0,2.0,45.0,7500000.0,1976.0,29.0,6.0,Миклухо-Маклая ,12.0,Беляево
realtor,Москва,6.0,8.0,3.0,56.0,17200000.0,1961.0,39.0,5.5, Гамалеи,2.0,Щукинская
realtor,Москва,3.0,11.0,3.0,77.1,35500000.0,1959.0,55.1,8.0, Генерала Ермолова,6.0,Парк Победы
realtor,Москва,9.0,9.0,3.0,60.0,11700000.0,1973.0,45.0,7.0,Медынская ,12.0,Пражская
realtor,Москва,5.0,10.0,2.0,54.4,26000000.0,-1.0,32.0,8.0,Кутузовский проспект,30.0,Кутузовская
real_estate_agent,Москва,1.0,6.0,2.0,16.6,5770000.0,1959.0,5.6,6.0,Мурманский проезд,18.0,Марьина Роща
realtor,Москва,3.0,12.0,2.0,51.5,20250000.0,2000.0,30.6,10.0,Беговая ,6.0,Беговая
real_estate_agent,Москва,9.0,9.0,1.0,36.2,7950000.0,1973.0,21.0,6.5,Краснодарская ,12.0,Депо
homeowner,Москва,9.0,41.0,1.0,42.0,28000000.0,2023.0,12.0,20.0,Шелепихинская набережная,12.0,Шелепиха
real_estate_agent,Москва,14.0,14.0,5.0,180.0,59000000.0,1994.0,80.0,16.0, Гарибальди,36.0,Новые Черёмушки
homeowner,Москва,9.0,9.0,1.0,34.7,10100000.0,-1.0,19.8,6.4,Алтайская ,18.0,Щёлковская
real_estate_agent,Москва,7.0,12.0,1.0,35.0,8800000.0,-1.0,18.0,7.0,Барвихинская ,10.0,Сетунь
homeowner,Москва,6.0,22.0,2.0,64.5,14800000.0,2022.0,28.3,12.3,Родниковая ,12.0,Саларьево
developer,Москва,1.0,12.0,2.0,52.8,10216800.0,2022.0,30.2,11.8, Логинова,12.0,Щербинка
homeowner,Москва,5.0,5.0,2.0,43.6,9800000.0,1960.0,29.3,5.6,1-я Владимирская ,12.0,Перово
real_estate_agent,Москва,15.0,25.0,4.0,235.0,78000000.0,2000.0,180.0,20.0,Можайское шоссе,2.0,Кунцевская
realtor,Москва,19.0,25.0,2.0,69.6,23000000.0,-1.0,39.2,10.0, Свободы,12.0,Планерная
real_estate_agent,Москва,13.0,14.0,4.0,149.0,130000000.0,1956.0,90.0,27.0,Газетный переулок,12.0,Охотный ряд
realtor,Москва,19.0,31.0,2.0,39.0,18900000.0,2024.0,28.3,20.0,Ботаническая ,12.0,Владыкино
real_estate_agent,Москва,33.0,42.0,3.0,88.6,39200000.0,2024.0,46.5,20.5,Дубининская ,12.0,Серпуховская
real_estate_agent,Москва,18.0,29.0,2.0,61.1,18500000.0,2025.0,27.0,19.9,Волгоградский проспект,12.0,Угрешская
real_estate_agent,Москва,16.0,21.0,4.0,125.2,80000000.0,-1.0,28.3,44.2,1-я Ямская ,6.0,Марьина Роща
realtor,Москва,14.0,30.0,3.0,115.0,51000000.0,2004.0,48.0,20.0, Врубеля,8.0,Панфиловская
real_estate_agent,Москва,8.0,10.0,2.0,57.5,18975000.0,2024.0,28.3,3.0,Михалковская ,54.0,Коптево
real_estate_agent,Москва,32.0,57.0,4.0,180.0,183000000.0,2006.0,112.0,15.0,Чапаевский переулок,3.0,Аэропорт
real_estate_agent,Москва,16.0,22.0,2.0,74.4,36500000.0,2003.0,34.0,20.0,проспект Вернадского,92.0,Тропарёво
realtor,Москва,4.0,15.0,5.0,175.4,266700000.0,-1.0,28.3,20.0,Олсуфьевский переулок,12.0,Фрунзенская
real_estate_agent,Москва,2.0,15.0,3.0,102.0,21000000.0,1998.0,62.0,12.0,Привольная ,12.0,Жулебино
real_estate_agent,Москва,11.0,22.0,3.0,105.4,30900000.0,1999.0,85.0,10.1,Братиславская ,22.0,Братиславская
homeowner,Москва,1.0,3.0,1.0,29.7,1600000.0,-1.0,15.0,5.0,Кремлевская набережная,1.0,Александровский сад
real_estate_agent,Москва,11.0,21.0,4.0,116.0,60900000.0,2025.0,28.3,18.5,Жилой комплекс остров,1.0,Терехово 
real_estate_agent,Москва,2.0,5.0,2.0,15.0,4699999.0,1970.0,28.3,13.0, Артюхиной,12.0,Текстильщики
real_estate_agent,Москва,4.0,9.0,2.0,42.0,11700000.0,1969.0,28.3,5.0,бульвар Маршала Рокоссовского,12.0,Бульвар Рокоссовского
real_estate_agent,Москва,5.0,17.0,2.0,33.9,10900000.0,2018.0,20.0,7.0, Бачуринская,12.0,Бачуринская
real_estate_agent,Москва,7.0,12.0,1.0,35.0,11350000.0,1966.0,28.3,9.6,Ясный проезд,12.0,Медведково
real_estate_agent,Москва,9.0,14.0,1.0,35.0,12500000.0,1972.0,28.3,10.0,Дубнинская ,12.0,Дегунино
real_estate_agent,Москва,14.0,21.0,3.0,115.0,129000000.0,2017.0,55.0,20.0,2-я Черногрязская ,12.0,Улица 1905 года
real_estate_agent,Москва,2.0,5.0,1.0,20.0,8000000.0,-1.0,28.3,10.0,Гостиничная ,12.0,Окружная
real_estate_agent,Москва,5.0,15.0,1.0,33.0,11000000.0,1977.0,28.3,7.0,Нахимовский проспект,22.0,Нахимовский проспект
real_estate_agent,Москва,5.0,25.0,1.0,52.0,23450000.0,2015.0,28.3,15.0, Народного Ополчения,3.0,Народное Ополчение
realtor,Москва,13.0,14.0,2.0,38.3,10700000.0,1971.0,23.8,6.2,Челюскинская ,12.0,Медведково
homeowner,Москва,2.0,5.0,2.0,41.2,13300000.0,1963.0,27.0,6.0,Федеративный проспект,39.0,Новогиреево
real_estate_agent,Москва,4.0,9.0,2.0,35.0,16000000.0,1965.0,20.0,6.0,Спартаковский переулок,12.0,Бауманская
real_estate_agent,Москва,3.0,5.0,2.0,42.0,13000000.0,1968.0,27.5,6.0,Ташкентская ,12.0,Юго-Восточная
real_estate_agent,Москва,12.0,14.0,2.0,48.8,13000000.0,1970.0,28.7,9.0,Ташкентская ,12.0,Юго-Восточная
real_estate_agent,Москва,1.0,17.0,3.0,77.2,11200000.0,2023.0,43.0,10.7, Текстильщиков,12.0,Троицк
real_estate_agent,Москва,4.0,4.0,1.0,32.0,7100000.0,1964.0,20.0,6.0, Авиаторов,18.0,Щербинка
real_estate_agent,Москва,2.0,6.0,1.0,24.0,18520000.0,1928.0,28.3,10.0,Козицкий переулок,12.0,Пушкинская
realtor,Москва,2.0,9.0,2.0,46.0,13250000.0,1967.0,30.0,7.0,Матвеевская ,12.0,Матвеевская
real_estate_agent,Москва,7.0,17.0,2.0,51.7,15900000.0,2002.0,30.3,9.8,Лодочная ,12.0,Сходненская
real_estate_agent,Москва,6.0,9.0,1.0,32.0,11000000.0,1963.0,28.3,9.0,Профсоюзная ,12.0,Профсоюзная
real_estate_agent,Москва,17.0,17.0,2.0,82.1,48500000.0,2014.0,42.0,16.0,Мосфильмовская ,12.0,Матвеевская
homeowner,Москва,6.0,9.0,1.0,32.8,11300000.0,1967.0,17.8,7.7, Яблочкова,23.0,Тимирязевская
real_estate_agent,Москва,4.0,14.0,1.0,36.0,10500000.0,2019.0,15.0,10.4,Долгопрудная аллея,12.0,Долгопрудная
real_estate_agent,Москва,20.0,25.0,2.0,56.3,15990000.0,2001.0,32.8,10.0,Волгоградский проспект,12.0,Юго-Восточная
real_estate_agent,Москва,4.0,9.0,1.0,35.9,8990000.0,2019.0,20.0,8.5, Харлампиева,42.0,Филатов Луг
homeowner,Москва,3.0,13.0,2.0,63.0,105000000.0,2022.0,47.0,13.0, Усачева,15.0,Спортивная
homeowner,Москва,3.0,3.0,2.0,55.0,8500000.0,-1.0,28.3,12.0,бульвар Светлый,12.0,Филатов Луг
real_estate_agent,Москва,9.0,27.0,3.0,80.4,32000000.0,2023.0,50.0,23.0,Шмитовский проезд,12.0,Шелепиха
realtor,Москва,11.0,16.0,1.0,39.0,13990000.0,1970.0,28.0,6.5,проспект Андропова,29.0,Коломенская
homeowner,Москва,6.0,7.0,2.0,38.0,21000000.0,2021.0,26.0,10.0, Архитектора Щусева,12.0,ЗИЛ
realtor,Москва,11.0,14.0,2.0,53.5,12990000.0,-1.0,31.9,9.7,Краснодонская ,12.0,Люблино
real_estate_agent,Москва,3.0,29.0,5.0,400.0,261198540.0,2001.0,180.0,20.0,Ленинский проспект,12.0,Новаторская
real_estate_agent,Москва,16.0,19.0,2.0,54.7,20400000.0,2018.0,32.0,8.0, Дмитрия Ульянова,12.0,Академическая
real_estate_agent,Москва,6.0,21.0,3.0,79.4,26000000.0,2024.0,50.2,12.3, Зорге,12.0,Полежаевская
real_estate_agent,Москва,4.0,5.0,3.0,65.6,54500000.0,-1.0,45.0,8.7, Спиридоновка,12.0,Пушкинская
real_estate_agent,Москва,11.0,17.0,3.0,74.0,20000000.0,-1.0,44.8,10.1,Кавказский бульвар,50.0,Кавказский бульвар
realtor,Москва,4.0,26.0,1.0,57.1,21850000.0,-1.0,25.5,17.7,проезд Березовой Рощи,12.0,ЦСКА
homeowner,Москва,14.0,16.0,3.0,65.1,17000000.0,1978.0,46.8,8.1, Генерала Тюленева,12.0,Генерала Тюленева
real_estate_agent,Москва,8.0,10.0,1.0,20.0,6750000.0,-1.0,15.0,10.0,Рязанский проспект,12.0,Выхино
real_estate_agent,Москва,5.0,12.0,3.0,64.7,13900000.0,1969.0,44.6,9.2,Ивантеевская ,12.0,Бульвар Рокоссовского
real_estate_agent,Москва,19.0,24.0,1.0,31.5,10400000.0,2019.0,28.3,10.0, Бачуринская,12.0,Ольховая
real_estate_agent,Москва,2.0,9.0,2.0,44.1,13990000.0,1976.0,28.3,6.0,Ореховый бульвар,12.0,Красногвардейская
real_estate_agent,Москва,4.0,14.0,1.0,39.0,10500000.0,2022.0,14.7,17.6, Фитаревская,6.0,Ольховая
real_estate_agent,Москва,12.0,12.0,2.0,39.0,12600000.0,1967.0,24.0,7.0, Гончарова,7.0,Тимирязевская
real_estate_agent,Москва,6.0,17.0,3.0,75.0,23500000.0,2007.0,28.3,16.0,Большая Марфинская ,12.0,Фонвизинская
unknown,Москва,5.0,5.0,2.0,63.5,8000000.0,1956.0,36.6,8.3, Бажова,3.0,Ростокино
real_estate_agent,Москва,13.0,32.0,2.0,77.5,39500000.0,2021.0,48.1,11.5,Херсонская ,12.0,Зюзино
real_estate_agent,Москва,5.0,9.0,2.0,38.0,12000000.0,-1.0,23.0,8.0,проспект Мира,202.0,Ростокино
real_estate_agent,Москва,3.0,19.0,3.0,82.6,18300000.0,-1.0,45.5,12.0, Александры Монаховой,12.0,Потапово
real_estate_agent,Москва,8.0,10.0,4.0,107.8,35500000.0,2024.0,28.3,3.0,Михалковская ,54.0,Коптево
real_estate_agent,Москва,6.0,12.0,1.0,35.1,11400000.0,1972.0,19.5,7.5,Знаменская ,12.0,Преображенская площадь
real_estate_agent,Москва,5.0,7.0,3.0,125.4,155500000.0,2023.0,77.0,14.0,Тессинский переулок,1.0,Чкаловская
real_estate_agent,Москва,3.0,5.0,3.0,77.9,29000000.0,-1.0,52.5,8.7, Шверника,12.0,Академическая
real_estate_agent,Москва,5.0,8.0,2.0,369.0,548230000.0,2015.0,300.0,40.0, Ефремова,12.0,Спортивная
real_estate_agent,Москва,7.0,12.0,1.0,35.0,8300000.0,1973.0,18.0,7.0,Ферганская ,12.0,Юго-Восточная
realtor,Москва,9.0,9.0,3.0,84.2,19800000.0,2022.0,61.0,13.5,бульвар Андрея Тарковского,8.0,Рассказовка
realtor,Москва,16.0,26.0,2.0,66.0,20990000.0,2018.0,32.0,14.0,2-й Грайвороновский проезд,12.0,Стахановская
realtor,Москва,4.0,9.0,1.0,32.8,10500000.0,-1.0,19.0,7.0,Шипиловская ,10.0,Орехово
realtor,Москва,4.0,9.0,1.0,32.6,9900000.0,1969.0,18.7,6.7,2-я Прогонная ,7.0,Преображенская площадь
official_representative,Москва,1.0,4.0,2.0,43.1,13231700.0,2014.0,28.3,7.0,Летная ,12.0,Тушинская
unknown,Москва,9.0,11.0,4.0,130.0,70000000.0,2011.0,28.3,15.6, Маршала Рыбалко,12.0,Панфиловская
real_estate_agent,Москва,9.0,16.0,2.0,53.1,20500000.0,1983.0,31.7,8.3,Новосущевская ,9.0,Достоевская
homeowner,Москва,1.0,4.0,1.0,33.0,7500000.0,1962.0,19.0,6.0, Театральная,7.0,Щербинка
real_estate_agent,Москва,5.0,15.0,1.0,36.0,9200000.0,2020.0,16.0,9.0,бульвар Скандинавский,12.0,Ольховая
homeowner,Москва,8.0,15.0,1.0,25.9,8700000.0,2018.0,17.0,7.0, Василия Ощепкова,6.0,Новомосковская
homeowner,Москва,15.0,17.0,1.0,38.1,12500000.0,1988.0,28.3,8.6,Солнцевский проспект,12.0,Солнцево
realtor,Москва,16.0,39.0,2.0,47.0,26500000.0,2020.0,25.0,9.0,проспект 60-летия Октября,17.0,Академическая
