author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;year_of_construction;object_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;district;street;house_number;underground;residential_complex
ДСК-1;developer;https://surgut.cian.ru/sale/flat/282768145/;Апрелевка;sale;flat;9;17;1;37.84;6300000;2025;-1;Панельный, монолитный;-1;Предчистовая, чистовая;11,7 м²;10,6 м²;+73466216254;мкр. 20А; 30 лет Победы;40;;За ручьём
СМК Девелопмент;developer;https://mahachkala.cian.ru/sale/flat/299914439/;Апрелевка;sale;flat;2;8;1;39.43;6309000;2026;-1;-1;-1;Черновая;16,6 м²;10 м²;+78632251817;;;;;Шафран
